,city,state,country,lat,lng,localtime,tz_id,last_updated,temp_c,condition,wind_mph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_km,uv,gust_mph
363,Purnia,Bihar,India,25.78,87.47,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.8,97,E,1007.0,29.73,0.5,0.02,66,83,39.7,10.0,7.0,23.0
364,Puruliya,West Bengal,India,23.33,86.37,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,31.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",17.0,108,ESE,1005.0,29.67,0.5,0.02,66,75,37.2,10.0,7.0,26.8
365,Rae Bareli,Uttar Pradesh,India,26.22,81.23,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,35.7,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",17.2,89,E,1004.0,29.64,0.0,0.0,49,73,42.5,10.0,8.0,19.9
366,Raichur,Karnataka,India,16.2,77.37,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,24.2,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.2,267,W,1008.0,29.76,0.0,0.0,80,50,26.1,10.0,6.0,21.0
367,Raiganj,West Bengal,India,25.62,88.12,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.6,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.4,103,ESE,1007.0,29.73,0.6,0.02,63,69,39.4,10.0,7.0,25.3
368,Raigarh,Chhattisgarh,India,21.9,83.4,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,30.0,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",8.9,134,SE,1003.0,29.62,0.7,0.03,72,65,35.5,10.0,7.0,15.2
369,Raipur,Chhattisgarh,India,21.23,81.63,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,28.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",6.9,160,SSE,1003.0,29.62,0.0,0.0,75,96,32.2,10.0,6.0,8.1
370,Rajahmundry,Andhra Pradesh,India,16.98,81.78,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.1,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",13.6,264,W,1005.0,29.68,0.0,0.0,68,100,32.7,10.0,6.0,15.7
371,Rajapalayam,Tamil Nadu,India,9.45,77.57,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,30.2,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",10.5,278,W,1011.0,29.86,0.0,0.0,43,24,30.8,10.0,8.0,12.1
372,Gopalpur,,Bangladesh,22.33,89.1,2023-07-22 10:59,Asia/Dhaka,2023-07-22 10:45,31.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.2,139,SE,1006.0,29.7,0.3,0.01,72,85,38.8,10.0,7.0,18.1
373,Rajkot,Gujarat,India,22.3,70.78,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.9,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",12.1,271,W,1005.0,29.66,0.1,0.0,71,100,35.0,10.0,6.0,15.2
374,Rajpur,,Bangladesh,24.77,90.3,2023-07-22 10:59,Asia/Dhaka,2023-07-22 10:45,31.6,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",11.6,121,ESE,1008.0,29.77,0.0,0.0,67,92,38.1,10.0,7.0,13.4
375,Ramagundam,Johor,Малайзия,1.53,103.67,2023-07-22 12:59,Asia/Kuala_Lumpur,2023-07-22 12:45,32.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",6.9,180,S,1011.0,29.85,1.7,0.07,71,25,42.6,10.0,6.0,13.0
376,Rampur,Uttar Pradesh,India,28.82,79.03,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.5,86,E,1006.0,29.71,0.9,0.04,75,75,34.6,10.0,6.0,25.9
377,Ranchi,Jharkhand,India,23.35,85.33,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,27.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",13.6,110,ESE,1010.0,29.83,0.4,0.02,89,75,30.1,5.0,6.0,23.0
378,Ranibennur,Karnataka,India,14.62,75.62,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,23.2,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",17.9,262,W,1011.0,29.84,0.1,0.0,84,100,25.3,10.0,5.0,22.8
379,Raniganj,West Bengal,India,23.62,87.13,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.4,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",15.0,106,ESE,1005.0,29.68,0.1,0.0,63,73,39.1,10.0,7.0,18.3
380,Ratlam,Madhya Pradesh,India,23.32,75.07,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,26.9,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",8.7,282,WNW,1004.0,29.65,0.3,0.01,86,68,30.8,10.0,6.0,12.3
381,Ferrobank Industrial Township,Mpumalanga,South Africa,-25.85,29.17,2023-07-22 6:59,Africa/Johannesburg,2023-07-22 06:45,8.4,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",6.0,338,NNW,1030.0,30.42,0.0,0.0,92,89,6.8,10.0,1.0,6.9
382,Raurkela,Orissa,India,22.2,84.88,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,30.8,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",7.4,115,ESE,1003.0,29.63,1.0,0.04,70,83,36.9,10.0,7.0,13.6
383,Rewa,Madhya Pradesh,India,24.53,81.3,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.2,100,E,1003.0,29.61,0.0,0.0,51,46,39.6,10.0,8.0,17.4
384,Rewari,Haryana,India,28.18,76.62,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,36.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",13.6,131,SE,1003.0,29.62,0.0,0.0,45,46,42.0,10.0,9.0,15.7
385,Rishra,West Bengal,India,22.71,88.35,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.8,2.8,7.0,17.2
386,Robertson,Camaguey,Cuba,21.18,-77.55,2023-07-22 0:59,America/Havana,2023-07-22 00:45,26.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/night/116.png']",6.9,50,NE,1017.0,30.03,0.0,0.0,94,25,30.1,9.0,1.0,11.6
387,Rohtak,Haryana,India,28.9,76.57,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.2,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/night/176.png']",7.6,107,ESE,1000.0,29.54,0.1,0.0,49,71,39.1,10.0,1.0,13.4
388,Roorkee,Uttarakhand,India,29.87,77.88,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,26.9,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",8.3,97,E,1007.0,29.72,0.5,0.02,86,100,30.9,10.0,6.0,12.5
389,Rudrapur,,Bangladesh,22.37,89.07,2023-07-22 10:59,Asia/Dhaka,2023-07-22 10:45,31.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.2,139,SE,1006.0,29.7,0.3,0.01,72,85,38.8,10.0,7.0,18.1
390,S.A.S. Mediouna,Relizane,Algeria,36.12,0.75,2023-07-22 5:59,Africa/Algiers,2023-07-22 05:45,28.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",2.2,10,N,1014.0,29.94,0.0,0.0,20,50,29.0,8.0,1.0,14.1
391,Sagar,Madhya Pradesh,India,23.83,78.72,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,31.9,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",14.5,79,E,1003.0,29.6,0.0,0.0,59,23,36.7,10.0,8.0,16.8
392,Saharanpur,Uttar Pradesh,India,29.97,77.55,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,27.2,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",12.3,101,ESE,1007.0,29.72,0.3,0.01,85,58,31.3,10.0,6.0,17.4
393,Saharsa,Bihar,India,25.88,86.6,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,33.3,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",17.7,97,E,1006.0,29.72,0.0,0.0,59,48,40.2,10.0,8.0,20.6
394,Salem,Tamil Nadu,India,11.65,78.17,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,30.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",10.1,252,WSW,1010.0,29.83,0.0,0.0,49,34,31.6,10.0,8.0,11.6
395,Sambalpur,Orissa,India,21.45,83.97,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.6,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",6.7,186,S,1003.0,29.62,0.0,0.0,73,83,34.7,10.0,6.0,7.8
396,Sambhal,Uttar Pradesh,India,28.58,78.55,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.7,101,ESE,1005.0,29.69,0.3,0.01,63,77,38.9,10.0,7.0,21.5
397,Miraj,Maharashtra,India,16.83,74.63,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,23.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",12.5,250,WSW,1010.0,29.83,0.0,0.0,94,100,25.1,7.0,5.0,20.4
398,Santipur,,Bangladesh,24.57,88.93,2023-07-22 10:59,Asia/Dhaka,2023-07-22 10:45,30.8,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",13.2,107,ESE,1008.0,29.75,0.1,0.0,72,93,37.3,10.0,7.0,16.1
399,Sasaram,Bihar,India,24.95,84.03,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.6,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",16.3,104,ESE,1004.0,29.63,0.0,0.0,51,96,40.5,10.0,7.0,18.8
400,Satara,Maharashtra,India,17.68,73.98,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,21.1,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",7.6,256,WSW,1008.0,29.78,0.4,0.02,93,100,21.1,2.0,5.0,11.2
401,Satna,Madhya Pradesh,India,24.58,80.83,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,33.8,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",15.4,96,E,1003.0,29.61,0.0,0.0,51,93,38.8,10.0,7.0,17.7
402,Sawai Madhopur,Rajasthan,India,25.98,76.37,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/night/116.png']",3.8,232,SW,1000.0,29.54,0.0,0.0,60,29,37.4,10.0,1.0,6.9
403,Secunderabad,Andhra Pradesh,India,17.45,78.5,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,25.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",13.6,260,W,1008.0,29.77,0.0,0.0,83,100,27.2,4.0,5.0,23.3
404,Sehore,Madhya Pradesh,India,23.2,77.08,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",5.6,90,E,1005.0,29.68,0.6,0.02,84,75,32.0,6.0,7.0,17.0
405,Seoni,Madhya Pradesh,India,22.08,79.53,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,27.1,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",14.3,105,ESE,1002.0,29.6,0.1,0.0,83,79,30.8,10.0,6.0,17.4
406,Serampore,West Bengal,India,22.75,88.34,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.0,0.0,75,75,38.6,2.8,7.0,16.6
407,Shahjahanpur,Uttar Pradesh,India,27.88,79.92,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.8,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.4,109,ESE,1005.0,29.67,0.0,0.0,51,29,41.0,10.0,8.0,17.9
408,Shamli,Uttar Pradesh,India,29.45,77.32,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,29.3,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",13.4,102,ESE,1006.0,29.7,0.0,0.0,77,50,34.7,10.0,7.0,16.3
409,Shikohabad,Uttar Pradesh,India,27.1,78.6,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,37.4,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",13.4,113,ESE,1003.0,29.62,0.0,0.0,42,19,43.6,10.0,9.0,15.4
410,Shillong,Meghalaya,India,25.58,91.87,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,21.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",2.2,57,ENE,1012.0,29.87,0.9,0.04,93,84,21.5,10.0,5.0,3.1
411,Shimla,Himachal Pradesh,India,31.1,77.17,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,18.4,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",2.9,173,S,1009.0,29.81,4.9,0.19,94,68,18.4,7.0,4.0,6.0
412,Shimoga,Karnataka,India,13.92,75.57,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,24.3,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",16.1,262,W,1011.0,29.86,0.1,0.0,79,100,26.2,10.0,5.0,19.9
413,Shivpuri,Madhya Pradesh,India,25.43,77.65,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.1,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",11.2,98,E,1003.0,29.62,0.0,0.0,51,21,39.5,10.0,8.0,13.0
414,Sikar,Rajasthan,India,27.62,75.15,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,35.9,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",5.4,10,N,1003.0,29.62,0.0,0.0,46,19,41.9,10.0,9.0,6.3
415,Silchar,Assam,India,24.82,92.8,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,30.6,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",3.1,305,NW,1008.0,29.76,0.3,0.01,80,73,38.8,9.0,7.0,4.3
416,Siliguri,,Nepal,29.27,80.98,2023-07-22 10:44,Asia/Kathmandu,2023-07-22 10:30,22.1,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",2.2,356,N,1011.0,29.84,0.4,0.02,80,89,24.6,9.0,5.0,1.8
417,Singrauli,Madhya Pradesh,Inde,24.2,82.67,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,32.2,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",14.5,101,ESE,1003.0,29.62,0.0,0.0,56,55,36.7,10.0,8.0,16.8
418,Sirsa,Haryana,India,29.53,75.02,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,37.3,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",12.8,115,ESE,1003.0,29.6,0.1,0.0,43,70,44.0,10.0,8.0,15.2
419,Sitapur,Uttar Pradesh,India,27.57,80.68,2023-07-22 10:29,Asia/Kolkata,2023-07-22 10:15,34.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",17.0,108,ESE,1005.0,29.67,0.0,0.0,51,40,40.7,10.0,8.0,19.5
420,Siwan,Bihar,India,26.22,84.37,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,35.2,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",20.8,110,ESE,1005.0,29.68,0.0,0.0,50,78,41.5,10.0,8.0,23.9
421,Solapur,Maharashtra,India,17.68,75.92,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,23.6,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",16.8,259,W,1007.0,29.74,0.1,0.0,85,96,25.7,10.0,5.0,21.5
422,Sonipat,Haryana,India,28.98,77.02,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,38.4,3.5,8.0,18.1
423,Dum-Dum,Lac,Chad,13.2,15.38,2023-07-22 6:00,Africa/Ndjamena,2023-07-22 06:00,29.4,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",6.9,218,SW,1012.0,29.9,0.0,0.0,49,10,30.5,10.0,7.0,11.9
424,Srikakulam,Andhra Pradesh,India,18.3,83.9,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,30.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",5.6,230,SW,1003.0,29.63,0.0,0.0,66,43,35.7,10.0,8.0,6.7
425,Srinagar,Jammu and Kashmir,India,34.09,74.8,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,25.1,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",3.1,287,WNW,1008.0,29.77,0.9,0.04,72,86,26.8,9.0,6.0,5.6
426,Sujangarh,Rajasthan,India,27.7,74.47,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,36.3,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",4.7,344,NNW,1003.0,29.61,0.0,0.0,47,18,43.1,10.0,9.0,5.4
427,Pur Pur,La Libertad,Peru,-7.71,-77.78,2023-07-22 0:00,America/Lima,2023-07-22 00:00,4.7,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/night/113.png']",4.9,101,ESE,1023.0,30.21,0.0,0.0,83,16,2.8,10.0,1.0,10.3
428,Sultanpur,Uttar Pradesh,India,26.27,82.07,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,34.9,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",18.3,99,E,1004.0,29.65,0.0,0.0,52,100,41.5,10.0,7.0,21.0
429,Surat,Gujarat,India,20.97,72.9,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,26.1,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",10.3,235,SW,1005.0,29.68,2.5,0.1,92,97,29.9,10.0,6.0,20.4
430,Surendranagar,Gujarat,India,22.7,71.68,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,30.5,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",12.8,284,WNW,1004.0,29.65,0.0,0.0,73,94,36.8,10.0,7.0,15.0
431,Suryapet,Andhra Pradesh,India,17.15,79.62,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.6,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",18.8,272,W,1005.0,29.68,0.0,0.0,63,93,31.0,10.0,6.0,23.0
432,Tadepalligudem,Andhra Pradesh,India,16.83,81.5,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.1,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",12.1,263,W,1005.0,29.69,0.0,0.0,71,98,31.2,10.0,6.0,16.3
433,Tadpatri,Andhra Pradesh,India,14.92,78.02,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.8,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",24.6,269,W,1008.0,29.76,0.0,0.0,58,75,30.7,10.0,6.0,28.4
434,Tambaram,Tamil Nadu,India,12.93,80.11,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,240,WSW,1006.0,29.71,0.0,0.0,63,75,33.5,5.0,8.0,22.4
435,Tenali,Andhra Pradesh,India,16.25,80.58,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",5.6,230,SW,1003.0,29.62,0.0,0.0,84,100,28.9,6.0,7.0,18.6
436,Thanesar,Haryana,India,29.98,76.82,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.0,109,ESE,1006.0,29.69,0.4,0.02,80,95,32.9,10.0,6.0,19.9
437,Thanesar,Haryana,India,29.98,76.82,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.0,109,ESE,1006.0,29.69,0.4,0.02,80,95,32.9,10.0,6.0,19.9
438,Thanjavur,Tamil Nadu,India,10.8,79.15,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,33.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",23.0,270,W,1008.0,29.77,0.0,0.0,49,50,34.5,8.0,8.0,21.0
439,Thiruvananthapuram,Kerala,India,8.51,76.96,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,31.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,300,WNW,1011.0,29.85,0.2,0.01,79,50,37.0,5.0,6.0,17.0
440,Thrissur,Kerala,India,10.52,76.22,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,30.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,270,W,1011.0,29.85,0.9,0.04,75,75,38.2,3.5,6.0,13.4
441,Tiruchirappalli,Tamil Nadu,India,10.81,78.69,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,33.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",23.0,270,W,1008.0,29.77,0.0,0.0,49,50,33.9,8.0,8.0,25.5
442,Tirunelveli,Tamil Nadu,India,8.73,77.7,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,33.5,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",17.4,292,WNW,1011.0,29.85,0.0,0.0,34,24,34.1,10.0,8.0,20.1
443,Tirupati,Andhra Pradesh,India,13.65,79.42,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.2,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",20.4,277,W,1008.0,29.76,0.0,0.0,44,45,34.0,10.0,8.0,23.5
444,Tiruppur,Tamil Nadu,India,11.1,77.35,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,29.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",8.1,270,W,1011.0,29.85,0.0,0.0,66,50,29.5,6.0,8.0,18.3
445,Tiruvannamalai,Tamil Nadu,India,12.22,79.07,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",20.8,274,W,1009.0,29.79,0.0,0.0,42,33,33.4,10.0,8.0,23.9
446,Tiruvottiyur,Tamil Nadu,India,13.16,80.3,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,240,WSW,1006.0,29.71,0.0,0.0,63,75,34.6,5.0,8.0,21.5
447,Titagarh,West Bengal,India,22.74,88.37,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.0,0.0,75,75,38.8,2.8,7.0,16.6
448,Tonk,Rajasthan,India,26.17,75.78,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,36.2,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",5.1,23,NNE,1002.0,29.59,0.0,0.0,47,20,42.8,10.0,9.0,5.8
449,Tumkur,Karnataka,India,13.34,77.1,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,25.5,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",22.1,270,W,1011.0,29.84,0.0,0.0,59,89,26.6,10.0,6.0,25.5
450,Udaipur,Rajasthan,India,27.72,75.48,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,36.2,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",5.4,20,NNE,1003.0,29.61,0.0,0.0,44,24,41.8,10.0,9.0,6.3
451,Udgir,Maharashtra,India,18.38,77.12,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,22.4,"['Light drizzle', 1153, '//cdn.weatherapi.com/weather/64x64/day/266.png']",17.7,263,W,1006.0,29.7,0.2,0.01,87,100,24.7,2.0,5.0,25.9
452,Udupi,Karnataka,India,13.35,74.75,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,25.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",6.9,260,W,1011.0,29.85,1.5,0.06,94,100,27.0,5.0,6.0,31.3
453,Ujjain,Madhya Pradesh,India,23.18,75.77,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,27.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",4.3,10,N,1006.0,29.71,0.5,0.02,84,50,30.1,7.0,6.0,14.5
454,Ulhasnagar,Maharashtra,India,19.22,73.15,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,26.0,"['Moderate rain at times', 1186, '//cdn.weatherapi.com/weather/64x64/day/299.png']",11.9,290,WNW,1006.0,29.71,1.9,0.07,100,100,30.0,1.5,6.0,11.4
455,Uluberia,West Bengal,India,22.47,88.11,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.5,0.02,75,75,39.6,2.8,7.0,22.4
